Session,matchId,roundId,groupId,clientId,Gender,Topic,Grade,Siblings,Month,Year,Track,payoff,role,roleName,choice,choiceTime,equilibriumChoice,winningChoice
LILA-King-S6,11,0,1,6,Male,History / Geography,6,2 or more,may.,2007,ELD,40,2,Player 3,2,19371,1,1
LILA-King-S6,11,0,1,9,Female,Art / Music,6,1,oct.,2007,ELD,20,1,Player 2,1,9761,0,0
LILA-King-S6,11,0,1,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,20,0,Player 1,2,6701,0,0
LILA-King-S6,11,0,2,1,Male,Science / Technology,6,1,oct.,2007,ELD,20,2,Player 3,1,6619,0,0
LILA-King-S6,11,0,2,3,Male,Math,6,2 or more,aug.,2007,ELD,40,1,Player 2,1,7189,0,1
LILA-King-S6,11,0,2,10,Male,Math,6,1,sep.,2007,ELD,20,0,Player 1,1,17945,1,0
LILA-King-S6,11,0,3,5,Male,English,7,2 or more,dec.,2005,ELD,40,2,Player 3,2,6417,1,1
LILA-King-S6,11,0,3,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,20,1,Player 2,2,6616,0,0
LILA-King-S6,12,0,0,7,Male,Art / Music,7,2 or more,aug.,2006,ELD,20,0,Player 1,1,21076,0,0
LILA-King-S6,12,0,1,6,Male,History / Geography,6,2 or more,may.,2007,ELD,20,0,Player 1,0,12914,0,0
LILA-King-S6,12,0,1,9,Female,Art / Music,6,1,oct.,2007,ELD,40,2,Player 3,2,8524,1,1
LILA-King-S6,12,0,1,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,40,1,Player 2,1,8902,1,1
LILA-King-S6,12,0,2,2,Male,Science / Technology,8,2 or more,oct.,2004,ELD,20,1,Player 2,0,19510,0,0
LILA-King-S6,12,0,2,3,Male,Math,6,2 or more,aug.,2007,ELD,40,2,Player 3,2,6001,1,1
LILA-King-S6,12,0,2,5,Male,English,7,2 or more,dec.,2005,ELD,40,0,Player 1,0,37486,0,1
LILA-King-S6,12,0,3,1,Male,Science / Technology,6,1,oct.,2007,ELD,20,0,Player 1,1,6037,0,0
LILA-King-S6,12,0,3,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,40,2,Player 3,2,3323,1,1
LILA-King-S6,12,0,3,10,Male,Math,6,1,sep.,2007,ELD,40,1,Player 2,1,7350,1,1
LILA-King-S6,13,0,0,7,Male,Art / Music,7,2 or more,aug.,2006,ELD,20,1,Player 2,2,29526,0,0
LILA-King-S6,13,0,0,9,Female,Art / Music,6,1,oct.,2007,ELD,40,0,Player 1,2,7838,0,1
LILA-King-S6,13,0,0,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,40,2,Player 3,1,4736,1,1
LILA-King-S6,13,0,1,1,Male,Science / Technology,6,1,oct.,2007,ELD,20,1,Player 2,2,6866,0,0
LILA-King-S6,13,0,1,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,40,0,Player 1,2,6140,0,1
LILA-King-S6,13,0,1,10,Male,Math,6,1,sep.,2007,ELD,40,2,Player 3,1,6933,1,1
LILA-King-S6,13,0,2,3,Male,Math,6,2 or more,aug.,2007,ELD,20,0,Player 1,0,5115,0,0
LILA-King-S6,13,0,2,5,Male,English,7,2 or more,dec.,2005,ELD,20,1,Player 2,2,18582,0,0
LILA-King-S6,13,0,3,2,Male,Science / Technology,8,2 or more,oct.,2004,ELD,20,2,Player 3,2,5198,0,0
LILA-King-S6,13,0,3,6,Male,History / Geography,6,2 or more,may.,2007,ELD,40,1,Player 2,2,30589,0,1
LILA-King-S6,14,0,0,1,Male,Science / Technology,6,1,oct.,2007,ELD,20,2,Player 3,1,3733,0,0
LILA-King-S6,14,0,0,2,Male,Science / Technology,8,2 or more,oct.,2004,ELD,20,0,Player 1,2,7828,1,0
LILA-King-S6,14,0,0,3,Male,Math,6,2 or more,aug.,2007,ELD,20,1,Player 2,1,15127,0,0
LILA-King-S6,14,0,1,6,Male,History / Geography,6,2 or more,may.,2007,ELD,20,2,Player 3,1,6488,0,0
LILA-King-S6,14,0,2,7,Male,Art / Music,7,2 or more,aug.,2006,ELD,20,2,Player 3,2,5135,0,0
LILA-King-S6,14,0,2,9,Female,Art / Music,6,1,oct.,2007,ELD,20,1,Player 2,2,19142,1,0
LILA-King-S6,14,0,2,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,40,0,Player 1,2,6312,1,1
LILA-King-S6,14,0,3,5,Male,English,7,2 or more,dec.,2005,ELD,40,2,Player 3,0,7762,1,1
LILA-King-S6,14,0,3,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,20,1,Player 2,1,9338,0,0
LILA-King-S6,14,0,3,10,Male,Math,6,1,sep.,2007,ELD,20,0,Player 1,2,10242,1,0
LILA-King-S6,15,0,0,1,Male,Science / Technology,6,1,oct.,2007,ELD,40,0,Player 1,0,5503,1,1
LILA-King-S6,15,0,0,9,Female,Art / Music,6,1,oct.,2007,ELD,40,2,Player 3,2,5129,1,1
LILA-King-S6,15,0,0,10,Male,Math,6,1,sep.,2007,ELD,40,1,Player 2,0,9086,1,1
LILA-King-S6,15,0,1,7,Male,Art / Music,7,2 or more,aug.,2006,ELD,40,0,Player 1,1,6140,0,1
LILA-King-S6,15,0,1,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,20,1,Player 2,2,8771,0,0
LILA-King-S6,15,0,2,2,Male,Science / Technology,8,2 or more,oct.,2004,ELD,20,1,Player 2,2,5677,0,0
LILA-King-S6,15,0,2,3,Male,Math,6,2 or more,aug.,2007,ELD,40,2,Player 3,2,6018,1,1
LILA-King-S6,15,0,2,5,Male,English,7,2 or more,dec.,2005,ELD,20,0,Player 1,2,20006,0,0
LILA-King-S6,15,0,3,6,Male,History / Geography,6,2 or more,may.,2007,ELD,20,0,Player 1,1,7506,0,0
LILA-King-S6,15,0,3,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,40,2,Player 3,2,4044,1,1
LILA-King-S6,16,0,0,2,Male,Science / Technology,8,2 or more,oct.,2004,ELD,40,2,Player 3,0,35633,1,1
LILA-King-S6,16,0,0,3,Male,Math,6,2 or more,aug.,2007,ELD,20,0,Player 1,0,14973,1,0
LILA-King-S6,16,0,0,6,Male,History / Geography,6,2 or more,may.,2007,ELD,20,1,Player 2,1,14352,0,0
LILA-King-S6,16,0,1,7,Male,Art / Music,7,2 or more,aug.,2006,ELD,20,1,Player 2,1,49792,0,0
LILA-King-S6,16,0,1,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,20,0,Player 1,1,12138,0,0
LILA-King-S6,16,0,1,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,40,2,Player 3,0,6415,1,1
LILA-King-S6,16,0,2,1,Male,Science / Technology,6,1,oct.,2007,ELD,20,1,Player 2,2,6411,0,0
LILA-King-S6,16,0,3,5,Male,English,7,2 or more,dec.,2005,ELD,40,1,Player 2,0,10713,1,1
LILA-King-S6,16,0,3,9,Female,Art / Music,6,1,oct.,2007,ELD,20,0,Player 1,2,14699,0,0
LILA-King-S6,16,0,3,10,Male,Math,6,1,sep.,2007,ELD,40,2,Player 3,0,3576,1,1
LILA-King-S6,17,0,0,7,Male,Art / Music,7,2 or more,aug.,2006,ELD,40,2,Player 3,2,9316,1,1
LILA-King-S6,17,0,1,5,Male,English,7,2 or more,dec.,2005,ELD,20,2,Player 3,1,12872,0,0
LILA-King-S6,17,0,1,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,40,1,Player 2,1,11442,0,1
LILA-King-S6,17,0,1,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,40,0,Player 1,1,10390,0,1
LILA-King-S6,17,0,2,2,Male,Science / Technology,8,2 or more,oct.,2004,ELD,40,0,Player 1,2,8230,1,1
LILA-King-S6,17,0,2,6,Male,History / Geography,6,2 or more,may.,2007,ELD,20,2,Player 3,1,7289,0,0
LILA-King-S6,17,0,2,9,Female,Art / Music,6,1,oct.,2007,ELD,20,1,Player 2,0,19025,1,0
LILA-King-S6,17,0,3,1,Male,Science / Technology,6,1,oct.,2007,ELD,20,2,Player 3,0,4259,0,0
LILA-King-S6,17,0,3,3,Male,Math,6,2 or more,aug.,2007,ELD,20,1,Player 2,0,8740,1,0
LILA-King-S6,17,0,3,10,Male,Math,6,1,sep.,2007,ELD,40,0,Player 1,2,7873,1,1
LILA-King-S6,18,0,0,2,Male,Science / Technology,8,2 or more,oct.,2004,ELD,20,1,Player 2,2,8608,0,0
LILA-King-S6,18,0,0,7,Male,Art / Music,7,2 or more,aug.,2006,ELD,20,0,Player 1,0,23808,0,0
LILA-King-S6,18,0,0,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,40,2,Player 3,0,4716,1,1
LILA-King-S6,18,0,1,3,Male,Math,6,2 or more,aug.,2007,ELD,40,2,Player 3,0,4914,1,1
LILA-King-S6,18,0,1,5,Male,English,7,2 or more,dec.,2005,ELD,40,0,Player 1,2,17213,0,1
LILA-King-S6,18,0,1,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,20,1,Player 2,2,9802,0,0
LILA-King-S6,18,0,2,1,Male,Science / Technology,6,1,oct.,2007,ELD,20,0,Player 1,0,9848,0,0
LILA-King-S6,18,0,2,9,Female,Art / Music,6,1,oct.,2007,ELD,40,2,Player 3,0,6076,1,1
LILA-King-S6,18,0,3,6,Male,History / Geography,6,2 or more,may.,2007,ELD,20,0,Player 1,2,23691,0,0
LILA-King-S6,18,0,3,10,Male,Math,6,1,sep.,2007,ELD,40,1,Player 2,0,7187,1,1
LILA-King-S6,19,0,0,3,Male,Math,6,2 or more,aug.,2007,ELD,40,0,Player 1,0,5499,0,1
LILA-King-S6,19,0,0,6,Male,History / Geography,6,2 or more,may.,2007,ELD,20,1,Player 2,0,18697,0,0
LILA-King-S6,19,0,0,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,40,2,Player 3,1,13225,1,1
LILA-King-S6,19,0,1,1,Male,Science / Technology,6,1,oct.,2007,ELD,40,1,Player 2,2,5299,1,1
LILA-King-S6,19,0,2,7,Male,Art / Music,7,2 or more,aug.,2006,ELD,40,1,Player 2,2,12371,1,1
LILA-King-S6,19,0,2,9,Female,Art / Music,6,1,oct.,2007,ELD,20,0,Player 1,0,10488,0,0
LILA-King-S6,19,0,2,10,Male,Math,6,1,sep.,2007,ELD,40,2,Player 3,1,5931,1,1
LILA-King-S6,19,0,3,2,Male,Science / Technology,8,2 or more,oct.,2004,ELD,40,2,Player 3,1,5352,1,1
LILA-King-S6,19,0,3,5,Male,English,7,2 or more,dec.,2005,ELD,20,1,Player 2,0,21586,0,0
LILA-King-S6,19,0,3,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,40,0,Player 1,0,6763,0,1
LILA-King-S6,20,0,0,6,Male,History / Geography,6,2 or more,may.,2007,ELD,40,2,Player 3,2,7522,1,1
LILA-King-S6,20,0,0,8,Female,Science / Technology,7,2 or more,jan.,2006,ELD,20,1,Player 2,1,5967,0,0
LILA-King-S6,20,0,0,11,Male,Science / Technology,8,2 or more,feb.,2005,ELD,20,0,Player 1,2,2207,0,0
LILA-King-S6,20,0,1,1,Male,Science / Technology,6,1,oct.,2007,ELD,20,2,Player 3,0,3110,0,0
LILA-King-S6,20,0,1,3,Male,Math,6,2 or more,aug.,2007,ELD,20,1,Player 2,0,8402,1,0
LILA-King-S6,20,0,2,7,Male,Art / Music,7,2 or more,aug.,2006,ELD,40,2,Player 3,2,24361,1,1
LILA-King-S6,20,0,2,10,Male,Math,6,1,sep.,2007,ELD,40,0,Player 1,1,11085,1,1
LILA-King-S6,20,0,3,2,Male,Science / Technology,8,2 or more,oct.,2004,ELD,20,0,Player 1,1,8793,1,0
LILA-King-S6,20,0,3,5,Male,English,7,2 or more,dec.,2005,ELD,40,2,Player 3,2,15926,1,1
LILA-King-S6,20,0,3,9,Female,Art / Music,6,1,oct.,2007,ELD,20,1,Player 2,2,11150,0,0
LILA-King-S7,3,0,0,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,20,2,Player 3,1,44988,0,0
LILA-King-S7,3,0,0,6,Male,Math,6,1,may.,2007,Honors,20,1,Player 2,1,25150,1,0
LILA-King-S7,3,0,0,9,Male,History / Geography,8,0,jun.,2005,SPED,40,0,Player 1,2,25647,1,1
LILA-King-S7,3,0,1,2,Male,Art / Music,8,0,jun.,2004,SPED,20,2,Player 3,1,28213,0,0
LILA-King-S7,3,0,1,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,40,1,Player 2,2,10063,0,1
LILA-King-S7,3,0,1,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,40,0,Player 1,1,13034,0,1
LILA-King-S7,3,0,2,1,Female,Math,6,2 or more,sep.,2007,Honors,40,2,Player 3,2,22300,1,1
LILA-King-S7,3,0,2,7,Male,Math,6,2 or more,may.,2007,Honors,20,0,Player 1,0,16644,0,0
LILA-King-S7,3,0,2,11,Male,Math,8,2 or more,jul.,2004,SPED,20,1,Player 2,2,27721,0,0
LILA-King-S7,3,0,3,0,Female,Math,6,2 or more,sep.,2007,Honors,40,1,Player 2,0,42080,0,1
LILA-King-S7,3,0,3,3,Female,Art / Music,6,1,jul.,2007,Honors,20,0,Player 1,2,19380,1,0
LILA-King-S7,3,0,3,8,Male,Art / Music,8,1,nov.,2004,SPED,20,2,Player 3,0,21206,0,0
LILA-King-S7,4,0,0,3,Female,Art / Music,6,1,jul.,2007,Honors,40,1,Player 2,1,7735,1,1
LILA-King-S7,4,0,0,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,20,0,Player 1,0,27870,0,0
LILA-King-S7,4,0,0,11,Male,Math,8,2 or more,jul.,2004,SPED,40,2,Player 3,1,14619,1,1
LILA-King-S7,4,0,1,0,Female,Math,6,2 or more,sep.,2007,Honors,40,2,Player 3,1,12370,1,1
LILA-King-S7,4,0,1,8,Male,Art / Music,8,1,nov.,2004,SPED,20,0,Player 1,2,20634,0,0
LILA-King-S7,4,0,1,9,Male,History / Geography,8,0,jun.,2005,SPED,40,1,Player 2,1,15435,1,1
LILA-King-S7,4,0,2,1,Female,Math,6,2 or more,sep.,2007,Honors,40,0,Player 1,2,30376,0,1
LILA-King-S7,4,0,2,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,40,2,Player 3,1,6153,1,1
LILA-King-S7,4,0,2,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,20,1,Player 2,2,7403,0,0
LILA-King-S7,4,0,3,2,Male,Art / Music,8,0,jun.,2004,SPED,20,0,Player 1,0,3899,0,0
LILA-King-S7,4,0,3,6,Male,Math,6,1,may.,2007,Honors,40,2,Player 3,1,9527,1,1
LILA-King-S7,4,0,3,7,Male,Math,6,2 or more,may.,2007,Honors,40,1,Player 2,1,10059,1,1
LILA-King-S7,5,0,0,1,Female,Math,6,2 or more,sep.,2007,Honors,20,1,Player 2,0,13167,0,0
LILA-King-S7,5,0,0,6,Male,Math,6,1,may.,2007,Honors,20,0,Player 1,0,15528,0,0
LILA-King-S7,5,0,0,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,40,2,Player 3,0,14421,1,1
LILA-King-S7,5,0,1,2,Male,Art / Music,8,0,jun.,2004,SPED,20,1,Player 2,1,76370,0,0
LILA-King-S7,5,0,1,3,Female,Art / Music,6,1,jul.,2007,Honors,40,2,Player 3,0,5744,1,1
LILA-King-S7,5,0,1,11,Male,Math,8,2 or more,jul.,2004,SPED,20,0,Player 1,2,22013,1,0
LILA-King-S7,5,0,2,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,40,0,Player 1,2,6556,1,1
LILA-King-S7,5,0,2,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,40,1,Player 2,2,9578,1,1
LILA-King-S7,5,0,2,7,Male,Math,6,2 or more,may.,2007,Honors,40,2,Player 3,0,6517,1,1
LILA-King-S7,5,0,3,0,Female,Math,6,2 or more,sep.,2007,Honors,40,0,Player 1,1,7855,0,1
LILA-King-S7,5,0,3,8,Male,Art / Music,8,1,nov.,2004,SPED,20,1,Player 2,0,10424,0,0
LILA-King-S7,5,0,3,9,Male,History / Geography,8,0,jun.,2005,SPED,40,2,Player 3,0,6915,1,1
LILA-King-S7,6,0,0,2,Male,Art / Music,8,0,jun.,2004,SPED,40,2,Player 3,2,10146,1,1
LILA-King-S7,6,0,0,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,20,1,Player 2,2,6543,0,0
LILA-King-S7,6,0,0,9,Male,History / Geography,8,0,jun.,2005,SPED,20,0,Player 1,0,10371,1,0
LILA-King-S7,6,0,1,0,Female,Math,6,2 or more,sep.,2007,Honors,40,1,Player 2,1,49697,0,1
LILA-King-S7,6,0,1,7,Male,Math,6,2 or more,may.,2007,Honors,20,0,Player 1,0,17275,1,0
LILA-King-S7,6,0,1,8,Male,Art / Music,8,1,nov.,2004,SPED,20,2,Player 3,1,6732,0,0
LILA-King-S7,6,0,2,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,40,2,Player 3,2,23490,1,1
LILA-King-S7,6,0,2,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,40,0,Player 1,0,12602,1,1
LILA-King-S7,6,0,2,11,Male,Math,8,2 or more,jul.,2004,SPED,40,1,Player 2,0,29286,1,1
LILA-King-S7,6,0,3,1,Female,Math,6,2 or more,sep.,2007,Honors,40,2,Player 3,2,7059,1,1
LILA-King-S7,6,0,3,3,Female,Art / Music,6,1,jul.,2007,Honors,20,0,Player 1,0,8164,1,0
LILA-King-S7,6,0,3,6,Male,Math,6,1,may.,2007,Honors,20,1,Player 2,1,16563,0,0
LILA-King-S7,7,0,0,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,40,2,Player 3,0,6137,1,1
LILA-King-S7,7,0,0,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,20,0,Player 1,2,25834,0,0
LILA-King-S7,7,0,0,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,40,1,Player 2,0,11830,1,1
LILA-King-S7,7,0,1,2,Male,Art / Music,8,0,jun.,2004,SPED,20,0,Player 1,1,5940,0,0
LILA-King-S7,7,0,1,3,Female,Art / Music,6,1,jul.,2007,Honors,40,1,Player 2,0,6276,1,1
LILA-King-S7,7,0,1,11,Male,Math,8,2 or more,jul.,2004,SPED,40,2,Player 3,0,14678,1,1
LILA-King-S7,7,0,2,1,Female,Math,6,2 or more,sep.,2007,Honors,40,0,Player 1,0,11975,1,1
LILA-King-S7,7,0,2,6,Male,Math,6,1,may.,2007,Honors,40,2,Player 3,0,4481,1,1
LILA-King-S7,7,0,2,7,Male,Math,6,2 or more,may.,2007,Honors,40,1,Player 2,0,9579,1,1
LILA-King-S7,7,0,3,0,Female,Math,6,2 or more,sep.,2007,Honors,40,2,Player 3,0,17219,1,1
LILA-King-S7,7,0,3,8,Male,Art / Music,8,1,nov.,2004,SPED,20,0,Player 1,2,6707,0,0
LILA-King-S7,7,0,3,9,Male,History / Geography,8,0,jun.,2005,SPED,40,1,Player 2,0,5309,1,1
LILA-King-S7,8,0,0,3,Female,Art / Music,6,1,jul.,2007,Honors,40,2,Player 3,2,3786,1,1
LILA-King-S7,8,0,0,6,Male,Math,6,1,may.,2007,Honors,40,0,Player 1,0,19175,0,1
LILA-King-S7,8,0,0,8,Male,Art / Music,8,1,nov.,2004,SPED,20,1,Player 2,2,6553,0,0
LILA-King-S7,8,0,1,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,20,0,Player 1,1,7616,0,0
LILA-King-S7,8,0,1,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,20,1,Player 2,2,24725,0,0
LILA-King-S7,8,0,1,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,40,2,Player 3,2,6564,1,1
LILA-King-S7,8,0,2,1,Female,Math,6,2 or more,sep.,2007,Honors,40,1,Player 2,0,9647,1,1
LILA-King-S7,8,0,2,7,Male,Math,6,2 or more,may.,2007,Honors,40,2,Player 3,2,26636,1,1
LILA-King-S7,8,0,2,11,Male,Math,8,2 or more,jul.,2004,SPED,20,0,Player 1,0,29569,0,0
LILA-King-S7,8,0,3,0,Female,Math,6,2 or more,sep.,2007,Honors,20,0,Player 1,1,23901,0,0
LILA-King-S7,8,0,3,2,Male,Art / Music,8,0,jun.,2004,SPED,40,1,Player 2,0,10680,1,1
LILA-King-S7,8,0,3,9,Male,History / Geography,8,0,jun.,2005,SPED,40,2,Player 3,2,8084,1,1
LILA-King-S7,9,0,0,0,Female,Math,6,2 or more,sep.,2007,Honors,40,1,Player 2,2,20121,0,1
LILA-King-S7,9,0,0,3,Female,Art / Music,6,1,jul.,2007,Honors,20,0,Player 1,1,8634,1,0
LILA-King-S7,9,0,0,8,Male,Art / Music,8,1,nov.,2004,SPED,20,2,Player 3,2,6382,0,0
LILA-King-S7,9,0,1,2,Male,Art / Music,8,0,jun.,2004,SPED,20,2,Player 3,1,5189,0,0
LILA-King-S7,9,0,1,9,Male,History / Geography,8,0,jun.,2005,SPED,20,0,Player 1,2,5353,0,0
LILA-King-S7,9,0,1,11,Male,Math,8,2 or more,jul.,2004,SPED,20,1,Player 2,0,19756,1,0
LILA-King-S7,9,0,2,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,40,1,Player 2,0,20851,1,1
LILA-King-S7,9,0,2,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,40,2,Player 3,0,25868,1,1
LILA-King-S7,9,0,2,7,Male,Math,6,2 or more,may.,2007,Honors,40,0,Player 1,1,8224,1,1
LILA-King-S7,9,0,3,1,Female,Math,6,2 or more,sep.,2007,Honors,40,2,Player 3,0,4664,1,1
LILA-King-S7,9,0,3,6,Male,Math,6,1,may.,2007,Honors,20,1,Player 2,2,4496,0,0
LILA-King-S7,9,0,3,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,40,0,Player 1,2,10281,0,1
LILA-King-S7,10,0,0,2,Male,Art / Music,8,0,jun.,2004,SPED,40,0,Player 1,1,3640,1,1
LILA-King-S7,10,0,0,9,Male,History / Geography,8,0,jun.,2005,SPED,40,1,Player 2,2,5455,1,1
LILA-King-S7,10,0,0,11,Male,Math,8,2 or more,jul.,2004,SPED,40,2,Player 3,1,10055,1,1
LILA-King-S7,10,0,1,1,Female,Math,6,2 or more,sep.,2007,Honors,20,0,Player 1,2,13240,0,0
LILA-King-S7,10,0,1,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,40,2,Player 3,1,9417,1,1
LILA-King-S7,10,0,1,7,Male,Math,6,2 or more,may.,2007,Honors,40,1,Player 2,2,11643,1,1
LILA-King-S7,10,0,2,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,20,0,Player 1,2,4841,0,0
LILA-King-S7,10,0,2,6,Male,Math,6,1,may.,2007,Honors,40,2,Player 3,1,7885,1,1
LILA-King-S7,10,0,2,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,20,1,Player 2,0,7890,0,0
LILA-King-S7,10,0,3,0,Female,Math,6,2 or more,sep.,2007,Honors,40,2,Player 3,1,4146,1,1
LILA-King-S7,10,0,3,3,Female,Art / Music,6,1,jul.,2007,Honors,40,1,Player 2,2,5724,1,1
LILA-King-S7,10,0,3,8,Male,Art / Music,8,1,nov.,2004,SPED,20,0,Player 1,0,7287,0,0
LILA-King-S7,11,0,0,3,Female,Art / Music,6,1,jul.,2007,Honors,40,2,Player 3,2,2988,1,1
LILA-King-S7,11,0,0,6,Male,Math,6,1,may.,2007,Honors,20,0,Player 1,0,9780,0,0
LILA-King-S7,11,0,0,8,Male,Art / Music,8,1,nov.,2004,SPED,20,1,Player 2,2,6403,0,0
LILA-King-S7,11,0,1,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,20,1,Player 2,2,6002,0,0
LILA-King-S7,11,0,1,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,40,2,Player 3,2,4459,1,1
LILA-King-S7,11,0,1,11,Male,Math,8,2 or more,jul.,2004,SPED,20,0,Player 1,1,11683,1,0
LILA-King-S7,11,0,2,0,Female,Math,6,2 or more,sep.,2007,Honors,20,0,Player 1,0,18484,0,0
LILA-King-S7,11,0,2,1,Female,Math,6,2 or more,sep.,2007,Honors,40,1,Player 2,0,10806,1,1
LILA-King-S7,11,0,2,9,Male,History / Geography,8,0,jun.,2005,SPED,40,2,Player 3,2,7830,1,1
LILA-King-S7,11,0,3,2,Male,Art / Music,8,0,jun.,2004,SPED,20,1,Player 2,1,3329,0,0
LILA-King-S7,11,0,3,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,40,0,Player 1,0,8234,0,1
LILA-King-S7,11,0,3,7,Male,Math,6,2 or more,may.,2007,Honors,40,2,Player 3,2,8715,1,1
LILA-King-S7,12,0,0,1,Female,Math,6,2 or more,sep.,2007,Honors,40,2,Player 3,2,5302,1,1
LILA-King-S7,12,0,0,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,20,1,Player 2,2,12224,0,0
LILA-King-S7,12,0,0,7,Male,Math,6,2 or more,may.,2007,Honors,20,0,Player 1,2,11737,1,0
LILA-King-S7,12,0,1,0,Female,Math,6,2 or more,sep.,2007,Honors,20,1,Player 2,0,14623,0,0
LILA-King-S7,12,0,1,2,Male,Art / Music,8,0,jun.,2004,SPED,20,2,Player 3,1,3097,0,0
LILA-King-S7,12,0,1,3,Female,Art / Music,6,1,jul.,2007,Honors,20,0,Player 1,2,6405,1,0
LILA-King-S7,12,0,2,8,Male,Art / Music,8,1,nov.,2004,SPED,20,2,Player 3,0,4682,0,0
LILA-King-S7,12,0,2,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,20,0,Player 1,0,6464,0,0
LILA-King-S7,12,0,2,11,Male,Math,8,2 or more,jul.,2004,SPED,20,1,Player 2,1,13202,1,0
LILA-King-S7,12,0,3,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,20,2,Player 3,0,4212,0,0
LILA-King-S7,12,0,3,6,Male,Math,6,1,may.,2007,Honors,20,1,Player 2,1,7792,1,0
LILA-King-S7,12,0,3,9,Male,History / Geography,8,0,jun.,2005,SPED,20,0,Player 1,0,6497,0,0
LILA-King-S7,13,0,0,1,Female,Math,6,2 or more,sep.,2007,Honors,20,0,Player 1,0,11481,0,0
LILA-King-S7,13,0,0,6,Male,Math,6,1,may.,2007,Honors,40,2,Player 3,1,6564,1,1
LILA-King-S7,13,0,0,9,Male,History / Geography,8,0,jun.,2005,SPED,40,1,Player 2,1,5222,1,1
LILA-King-S7,13,0,1,0,Female,Math,6,2 or more,sep.,2007,Honors,40,2,Player 3,1,3842,1,1
LILA-King-S7,13,0,1,2,Male,Art / Music,8,0,jun.,2004,SPED,40,0,Player 1,1,2355,1,1
LILA-King-S7,13,0,1,7,Male,Math,6,2 or more,may.,2007,Honors,40,1,Player 2,1,9916,1,1
LILA-King-S7,13,0,2,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,40,2,Player 3,1,10600,1,1
LILA-King-S7,13,0,2,5,Male,Science / Technology,8,2 or more,mar.,2005,SPED,20,0,Player 1,2,8014,0,0
LILA-King-S7,13,0,2,10,Male,Art / Music,8,2 or more,oct.,2005,SPED,40,1,Player 2,1,9711,1,1
LILA-King-S7,13,0,3,3,Female,Art / Music,6,1,jul.,2007,Honors,40,1,Player 2,1,8158,1,1
LILA-King-S7,13,0,3,8,Male,Art / Music,8,1,nov.,2004,SPED,40,0,Player 1,1,11667,1,1
LILA-King-S7,13,0,3,11,Male,Math,8,2 or more,jul.,2004,SPED,40,2,Player 3,1,7382,1,1
LILA-King-S7,14,0,0,2,Male,Art / Music,8,0,jun.,2004,SPED,20,1,Player 2,0,4479,0,0
LILA-King-S7,14,0,0,4,Male,Science / Technology,8,2 or more,dec.,2004,SPED,20,0,Player 1,2,4870,1,0
