Session,matchId,roundId,groupId,clientId,Gender,Topic,Grade,Siblings,Month,Year,Magnet,Track,payoff,role,roleName,choice,choiceTime,equilibriumChoice,winningChoice
LILA-KingA-S4,11,0,1,0,Female,Math,6,2 or more,apr.,2008,STEAM,Honors,40,1,Player 2,2,9726,TRUE,TRUE
LILA-KingA-S4,12,0,1,1,Female,Art / Music,6,1,jul.,2008,STEAM,Honors,40,0,Player 1,0,10063,TRUE,TRUE
LILA-KingA-S4,12,0,2,3,Male,Science / Technology,6,2 or more,feb.,2008,STEAM,Honors,40,2,Player 3,2,5185,TRUE,TRUE
LILA-KingA-S4,12,0,1,0,Female,Math,6,2 or more,apr.,2008,STEAM,Honors,40,2,Player 3,2,6688,TRUE,TRUE
LILA-KingA-S4,12,0,2,4,Female,History / Geography,6,1,feb.,2008,STEAM,Honors,20,0,Player 1,0,12807,TRUE,FALSE
LILA-KingA-S4,12,0,0,7,Male,Science / Technology,6,1,may,2008,STEAM,Honors,20,0,Player 1,1,6467,FALSE,FALSE
LILA-KingA-S4,12,0,0,8,Male,Science / Technology,6,0,apr.,2008,STEAM,Honors,20,1,Player 2,1,6706,FALSE,FALSE
LILA-KingA-S4,12,0,2,5,Male,English,6,1,feb.,2008,STEAM,Honors,20,1,Player 2,2,3840,FALSE,FALSE
LILA-KingA-S4,12,0,1,2,Male,English,6,2 or more,jan.,2008,STEAM,Honors,40,1,Player 2,0,5206,TRUE,TRUE
LILA-KingA-S4,12,0,0,6,Male,Science / Technology,6,2 or more,mar.,2008,STEAM,Honors,40,2,Player 3,2,6174,TRUE,TRUE
LILA-KingA-S4,13,0,2,1,Female,Art / Music,6,1,jul.,2008,STEAM,Honors,20,1,Player 2,1,5819,FALSE,FALSE
LILA-KingA-S4,13,0,0,5,Male,English,6,1,feb.,2008,STEAM,Honors,40,2,Player 3,0,3953,TRUE,TRUE
LILA-KingA-S4,13,0,1,2,Male,English,6,2 or more,jan.,2008,STEAM,Honors,40,2,Player 3,0,3204,TRUE,TRUE
LILA-KingA-S4,13,0,0,7,Male,Science / Technology,6,1,may,2008,STEAM,Honors,20,1,Player 2,1,11804,FALSE,FALSE
LILA-KingA-S4,13,0,2,8,Male,Science / Technology,6,0,apr.,2008,STEAM,Honors,40,2,Player 3,0,4312,TRUE,TRUE
LILA-KingA-S4,13,0,0,6,Male,Science / Technology,6,2 or more,mar.,2008,STEAM,Honors,20,0,Player 1,0,11362,TRUE,FALSE
LILA-KingA-S4,13,0,2,3,Male,Science / Technology,6,2 or more,feb.,2008,STEAM,Honors,20,0,Player 1,0,8668,TRUE,FALSE
LILA-KingA-S4,13,0,1,0,Female,Math,6,2 or more,apr.,2008,STEAM,Honors,20,0,Player 1,2,22852,FALSE,FALSE
LILA-KingA-S4,13,0,1,4,Female,History / Geography,6,1,feb.,2008,STEAM,Honors,40,1,Player 2,0,7927,TRUE,TRUE
LILA-KingA-S4,14,0,2,7,Male,Science / Technology,6,1,may,2008,STEAM,Honors,40,2,Player 3,2,7599,TRUE,TRUE
LILA-KingA-S4,14,0,1,5,Male,English,6,1,feb.,2008,STEAM,Honors,20,0,Player 1,1,6025,FALSE,FALSE
LILA-KingA-S4,14,0,2,2,Male,English,6,2 or more,jan.,2008,STEAM,Honors,40,0,Player 1,2,10052,TRUE,TRUE
LILA-KingA-S4,14,0,2,6,Male,Science / Technology,6,2 or more,mar.,2008,STEAM,Honors,40,1,Player 2,0,8399,TRUE,TRUE
LILA-KingA-S4,14,0,0,3,Male,Science / Technology,6,2 or more,feb.,2008,STEAM,Honors,40,1,Player 2,0,6061,TRUE,TRUE
LILA-KingA-S4,14,0,1,0,Female,Math,6,2 or more,apr.,2008,STEAM,Honors,40,1,Player 2,0,16295,TRUE,TRUE
LILA-KingA-S4,14,0,1,4,Female,History / Geography,6,1,feb.,2008,STEAM,Honors,40,2,Player 3,2,4722,TRUE,TRUE
LILA-KingA-S4,14,0,0,1,Female,Art / Music,6,1,jul.,2008,STEAM,Honors,40,2,Player 3,2,6114,TRUE,TRUE
LILA-KingA-S4,14,0,0,8,Male,Science / Technology,6,0,apr.,2008,STEAM,Honors,20,0,Player 1,1,9618,FALSE,FALSE
LILA-KingA-S4,15,0,1,0,Female,Math,6,2 or more,apr.,2008,STEAM,Honors,40,2,Player 3,0,12627,TRUE,TRUE
LILA-KingA-S4,15,0,1,1,Female,Art / Music,6,1,jul.,2008,STEAM,Honors,20,0,Player 1,1,3000,TRUE,FALSE
LILA-KingA-S4,15,0,0,4,Female,History / Geography,6,1,feb.,2008,STEAM,Honors,40,0,Player 1,1,11698,TRUE,TRUE
LILA-KingA-S4,15,0,2,6,Male,Science / Technology,6,2 or more,mar.,2008,STEAM,Honors,40,2,Player 3,0,15791,TRUE,TRUE
LILA-KingA-S4,15,0,0,3,Male,Science / Technology,6,2 or more,feb.,2008,STEAM,Honors,40,2,Player 3,0,3212,TRUE,TRUE
LILA-KingA-S4,15,0,2,7,Male,Science / Technology,6,1,may,2008,STEAM,Honors,20,0,Player 1,0,12388,FALSE,FALSE
LILA-KingA-S4,15,0,2,8,Male,Science / Technology,6,0,apr.,2008,STEAM,Honors,20,1,Player 2,2,6278,FALSE,FALSE
LILA-KingA-S4,15,0,1,5,Male,English,6,1,feb.,2008,STEAM,Honors,20,1,Player 2,2,11683,FALSE,FALSE
LILA-KingA-S4,15,0,0,2,Male,English,6,2 or more,jan.,2008,STEAM,Honors,40,1,Player 2,0,11546,TRUE,TRUE
LILA-KingA-S4,16,0,0,4,Female,History / Geography,6,1,feb.,2008,STEAM,Honors,20,1,Player 2,2,22539,TRUE,FALSE
LILA-KingA-S4,16,0,1,1,Female,Art / Music,6,1,jul.,2008,STEAM,Honors,40,1,Player 2,2,4898,TRUE,TRUE
LILA-KingA-S4,16,0,2,7,Male,Science / Technology,6,1,may,2008,STEAM,Honors,40,1,Player 2,2,7372,TRUE,TRUE
LILA-KingA-S4,16,0,1,8,Male,Science / Technology,6,0,apr.,2008,STEAM,Honors,40,2,Player 3,1,7572,TRUE,TRUE
LILA-KingA-S4,16,0,0,5,Male,English,6,1,feb.,2008,STEAM,Honors,20,2,Player 3,0,19843,FALSE,FALSE
LILA-KingA-S4,16,0,2,2,Male,English,6,2 or more,jan.,2008,STEAM,Honors,40,2,Player 3,1,4306,TRUE,TRUE
LILA-KingA-S4,16,0,2,0,Female,Math,6,2 or more,apr.,2008,STEAM,Honors,40,0,Player 1,1,14389,TRUE,TRUE
LILA-KingA-S4,16,0,0,3,Male,Science / Technology,6,2 or more,feb.,2008,STEAM,Honors,20,0,Player 1,2,4654,FALSE,FALSE
LILA-KingA-S4,16,0,1,6,Male,Science / Technology,6,2 or more,mar.,2008,STEAM,Honors,40,0,Player 1,1,8887,TRUE,TRUE
LILA-KingA-S4,17,0,2,4,Female,History / Geography,6,1,feb.,2008,STEAM,Honors,40,2,Player 3,2,6598,TRUE,TRUE
LILA-KingA-S4,17,0,0,6,Male,Science / Technology,6,2 or more,mar.,2008,STEAM,Honors,40,1,Player 2,0,9962,TRUE,TRUE
LILA-KingA-S4,17,0,1,3,Male,Science / Technology,6,2 or more,feb.,2008,STEAM,Honors,20,1,Player 2,2,10761,FALSE,FALSE
LILA-KingA-S4,17,0,1,7,Male,Science / Technology,6,1,may,2008,STEAM,Honors,40,2,Player 3,2,17572,TRUE,TRUE
LILA-KingA-S4,17,0,2,2,Male,English,6,2 or more,jan.,2008,STEAM,Honors,20,0,Player 1,1,11487,TRUE,FALSE
LILA-KingA-S4,17,0,0,5,Male,English,6,1,feb.,2008,STEAM,Honors,40,0,Player 1,1,6906,TRUE,TRUE
LILA-KingA-S4,17,0,1,8,Male,Science / Technology,6,0,apr.,2008,STEAM,Honors,20,0,Player 1,0,8843,FALSE,FALSE
LILA-KingA-S4,17,0,2,0,Female,Math,6,2 or more,apr.,2008,STEAM,Honors,20,1,Player 2,1,13661,FALSE,FALSE
LILA-KingA-S4,17,0,0,1,Female,Art / Music,6,1,jul.,2008,STEAM,Honors,40,2,Player 3,2,3874,TRUE,TRUE
LILA-KingA-S5,0,0,0,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,40,2,Player 3,2,21263,TRUE,TRUE
LILA-KingA-S5,0,0,2,9,Female,English,6,1,dec.,2007,STEAM,Regular,40,2,Player 3,2,17226,TRUE,TRUE
LILA-KingA-S5,0,0,1,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,20,0,Player 1,2,69623,TRUE,FALSE
LILA-KingA-S5,0,0,2,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,20,0,Player 1,2,24061,TRUE,FALSE
LILA-KingA-S5,0,0,3,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,20,0,Player 1,1,37427,FALSE,FALSE
LILA-KingA-S5,0,0,0,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,1,Player 2,2,37861,FALSE,FALSE
LILA-KingA-S5,0,0,2,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,1,Player 2,2,24500,FALSE,FALSE
LILA-KingA-S5,0,0,1,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,20,2,Player 3,0,25095,FALSE,FALSE
LILA-KingA-S5,0,0,0,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,20,0,Player 1,0,47427,FALSE,FALSE
LILA-KingA-S5,0,0,3,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,40,2,Player 3,2,26774,TRUE,TRUE
LILA-KingA-S5,0,0,1,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,20,1,Player 2,2,28386,FALSE,FALSE
LILA-KingA-S5,0,0,3,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,40,1,Player 2,1,25981,TRUE,TRUE
LILA-KingA-S5,1,0,0,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,40,0,Player 1,1,29913,TRUE,TRUE
LILA-KingA-S5,1,0,1,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,40,1,Player 2,1,14144,TRUE,TRUE
LILA-KingA-S5,1,0,3,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,40,2,Player 3,1,11528,TRUE,TRUE
LILA-KingA-S5,1,0,0,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,20,2,Player 3,2,10908,FALSE,FALSE
LILA-KingA-S5,1,0,2,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,2,Player 3,1,21027,TRUE,TRUE
LILA-KingA-S5,1,0,1,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,2,Player 3,1,9876,TRUE,TRUE
LILA-KingA-S5,1,0,2,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,20,1,Player 2,2,11825,FALSE,FALSE
LILA-KingA-S5,1,0,3,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,40,1,Player 2,1,20060,TRUE,TRUE
LILA-KingA-S5,1,0,0,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,20,1,Player 2,1,9980,TRUE,FALSE
LILA-KingA-S5,1,0,2,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,40,0,Player 1,2,15579,FALSE,TRUE
LILA-KingA-S5,1,0,1,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,40,0,Player 1,1,11723,TRUE,TRUE
LILA-KingA-S5,1,0,3,9,Female,English,6,1,dec.,2007,STEAM,Regular,40,0,Player 1,1,25123,TRUE,TRUE
LILA-KingA-S5,2,0,1,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,40,2,Player 3,0,13952,TRUE,TRUE
LILA-KingA-S5,2,0,0,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,20,1,Player 2,1,33177,FALSE,FALSE
LILA-KingA-S5,2,0,3,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,20,1,Player 2,0,35778,FALSE,FALSE
LILA-KingA-S5,2,0,1,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,20,1,Player 2,1,64897,FALSE,FALSE
LILA-KingA-S5,2,0,2,9,Female,English,6,1,dec.,2007,STEAM,Regular,40,1,Player 2,2,14142,TRUE,TRUE
LILA-KingA-S5,2,0,0,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,20,0,Player 1,2,38878,TRUE,FALSE
LILA-KingA-S5,2,0,2,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,40,0,Player 1,2,4753,TRUE,TRUE
LILA-KingA-S5,2,0,1,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,0,Player 1,1,14425,FALSE,FALSE
LILA-KingA-S5,2,0,3,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,0,Player 1,0,24618,FALSE,FALSE
LILA-KingA-S5,2,0,0,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,40,2,Player 3,0,8251,TRUE,TRUE
LILA-KingA-S5,2,0,3,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,20,2,Player 3,2,14977,FALSE,FALSE
LILA-KingA-S5,2,0,2,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,40,2,Player 3,0,19995,TRUE,TRUE
LILA-KingA-S5,3,0,3,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,20,0,Player 1,1,22578,FALSE,FALSE
LILA-KingA-S5,3,0,1,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,20,2,Player 3,1,33767,FALSE,FALSE
LILA-KingA-S5,3,0,3,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,40,2,Player 3,2,6749,TRUE,TRUE
LILA-KingA-S5,3,0,0,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,40,2,Player 3,2,14646,TRUE,TRUE
LILA-KingA-S5,3,0,2,9,Female,English,6,1,dec.,2007,STEAM,Regular,40,2,Player 3,2,8889,TRUE,TRUE
LILA-KingA-S5,3,0,2,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,40,1,Player 2,0,22202,TRUE,TRUE
LILA-KingA-S5,3,0,1,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,20,1,Player 2,0,3870,TRUE,FALSE
LILA-KingA-S5,3,0,3,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,1,Player 2,1,20890,FALSE,FALSE
LILA-KingA-S5,3,0,0,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,1,Player 2,2,16285,FALSE,FALSE
LILA-KingA-S5,3,0,1,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,20,0,Player 1,1,4160,FALSE,FALSE
LILA-KingA-S5,3,0,2,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,20,0,Player 1,2,7288,FALSE,FALSE
LILA-KingA-S5,3,0,0,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,20,0,Player 1,0,14035,TRUE,FALSE
LILA-KingA-S5,4,0,0,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,40,0,Player 1,0,11660,TRUE,TRUE
LILA-KingA-S5,4,0,0,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,40,1,Player 2,0,25745,TRUE,TRUE
LILA-KingA-S5,4,0,1,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,40,1,Player 2,0,5201,TRUE,TRUE
LILA-KingA-S5,4,0,2,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,2,Player 3,0,7459,TRUE,TRUE
LILA-KingA-S5,4,0,1,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,2,Player 3,0,10182,TRUE,TRUE
LILA-KingA-S5,4,0,3,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,40,2,Player 3,0,5922,TRUE,TRUE
LILA-KingA-S5,4,0,0,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,40,2,Player 3,0,9884,TRUE,TRUE
LILA-KingA-S5,4,0,3,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,20,1,Player 2,1,34412,FALSE,FALSE
LILA-KingA-S5,4,0,1,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,40,0,Player 1,0,51437,TRUE,TRUE
LILA-KingA-S5,4,0,2,9,Female,English,6,1,dec.,2007,STEAM,Regular,40,0,Player 1,0,19299,TRUE,TRUE
LILA-KingA-S5,4,0,3,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,40,0,Player 1,2,50973,FALSE,TRUE
LILA-KingA-S5,4,0,2,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,40,1,Player 2,0,22689,TRUE,TRUE
LILA-KingA-S5,5,0,0,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,40,0,Player 1,2,12766,TRUE,TRUE
LILA-KingA-S5,5,0,1,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,20,1,Player 2,1,11424,FALSE,FALSE
LILA-KingA-S5,5,0,1,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,40,2,Player 3,2,18264,TRUE,TRUE
LILA-KingA-S5,5,0,3,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,40,2,Player 3,2,24862,TRUE,TRUE
LILA-KingA-S5,5,0,0,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,40,2,Player 3,2,18686,TRUE,TRUE
LILA-KingA-S5,5,0,2,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,40,2,Player 3,2,5104,TRUE,TRUE
LILA-KingA-S5,5,0,2,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,20,0,Player 1,2,20392,TRUE,FALSE
LILA-KingA-S5,5,0,0,9,Female,English,6,1,dec.,2007,STEAM,Regular,40,1,Player 2,0,16932,TRUE,TRUE
LILA-KingA-S5,5,0,1,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,0,Player 1,1,28984,FALSE,TRUE
LILA-KingA-S5,5,0,3,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,20,1,Player 2,1,24014,FALSE,FALSE
LILA-KingA-S5,5,0,2,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,20,1,Player 2,1,32350,FALSE,FALSE
LILA-KingA-S5,5,0,3,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,0,Player 1,1,10966,FALSE,TRUE
LILA-KingA-S5,6,0,0,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,40,0,Player 1,0,21098,FALSE,TRUE
LILA-KingA-S5,6,0,0,9,Female,English,6,1,dec.,2007,STEAM,Regular,40,2,Player 3,0,13397,TRUE,TRUE
LILA-KingA-S5,6,0,3,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,40,2,Player 3,0,9326,TRUE,TRUE
LILA-KingA-S5,6,0,1,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,20,2,Player 3,2,8089,FALSE,FALSE
LILA-KingA-S5,6,0,1,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,40,0,Player 1,1,16847,TRUE,TRUE
LILA-KingA-S5,6,0,3,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,20,0,Player 1,2,18022,FALSE,FALSE
LILA-KingA-S5,6,0,2,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,20,0,Player 1,2,7794,FALSE,FALSE
LILA-KingA-S5,6,0,0,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,1,Player 2,1,21583,FALSE,FALSE
LILA-KingA-S5,6,0,3,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,1,Player 2,0,5379,TRUE,TRUE
LILA-KingA-S5,6,0,2,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,20,1,Player 2,0,16518,TRUE,FALSE
LILA-KingA-S5,6,0,1,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,20,1,Player 2,0,2410,TRUE,FALSE
LILA-KingA-S5,6,0,2,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,20,2,Player 3,1,56448,FALSE,FALSE
LILA-KingA-S5,7,0,3,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,20,1,Player 2,0,9444,FALSE,FALSE
LILA-KingA-S5,7,0,1,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,40,0,Player 1,0,9718,FALSE,TRUE
LILA-KingA-S5,7,0,3,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,20,0,Player 1,1,9938,TRUE,FALSE
LILA-KingA-S5,7,0,2,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,40,0,Player 1,0,10031,FALSE,TRUE
LILA-KingA-S5,7,0,1,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,40,1,Player 2,0,11002,FALSE,TRUE
LILA-KingA-S5,7,0,0,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,40,2,Player 3,1,18553,TRUE,TRUE
LILA-KingA-S5,7,0,2,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,20,1,Player 2,0,11379,FALSE,FALSE
LILA-KingA-S5,7,0,0,9,Female,English,6,1,dec.,2007,STEAM,Regular,20,0,Player 1,1,11026,TRUE,FALSE
LILA-KingA-S5,7,0,1,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,20,2,Player 3,0,3636,FALSE,FALSE
LILA-KingA-S5,7,0,2,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,2,Player 3,1,7620,TRUE,TRUE
LILA-KingA-S5,7,0,3,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,2,Player 3,2,12781,FALSE,FALSE
LILA-KingA-S5,7,0,0,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,20,1,Player 2,1,4617,FALSE,FALSE
LILA-KingA-S5,8,0,2,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,40,2,Player 3,2,10652,TRUE,TRUE
LILA-KingA-S5,8,0,1,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,20,2,Player 3,0,4446,FALSE,FALSE
LILA-KingA-S5,8,0,3,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,0,Player 1,0,25449,FALSE,FALSE
LILA-KingA-S5,8,0,0,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,40,2,Player 3,2,7530,TRUE,TRUE
LILA-KingA-S5,8,0,2,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,20,0,Player 1,1,15461,TRUE,FALSE
LILA-KingA-S5,8,0,1,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,40,0,Player 1,1,4536,TRUE,TRUE
LILA-KingA-S5,8,0,0,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,0,Player 1,1,8549,TRUE,FALSE
LILA-KingA-S5,8,0,1,9,Female,English,6,1,dec.,2007,STEAM,Regular,20,1,Player 2,0,12545,TRUE,FALSE
LILA-KingA-S5,8,0,2,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,20,1,Player 2,2,13051,FALSE,FALSE
LILA-KingA-S5,8,0,0,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,20,1,Player 2,1,7507,FALSE,FALSE
LILA-KingA-S5,8,0,3,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,20,1,Player 2,2,11007,FALSE,FALSE
LILA-KingA-S5,8,0,3,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,40,2,Player 3,2,14711,TRUE,TRUE
LILA-KingA-S5,9,0,2,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,20,0,Player 1,0,6542,FALSE,FALSE
LILA-KingA-S5,9,0,3,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,20,0,Player 1,2,20817,TRUE,FALSE
LILA-KingA-S5,9,0,3,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,1,Player 2,0,22975,FALSE,FALSE
LILA-KingA-S5,9,0,0,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,20,1,Player 2,0,7382,FALSE,FALSE
LILA-KingA-S5,9,0,1,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,20,2,Player 3,1,5129,FALSE,FALSE
LILA-KingA-S5,9,0,3,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,40,2,Player 3,2,12137,TRUE,TRUE
LILA-KingA-S5,9,0,0,9,Female,English,6,1,dec.,2007,STEAM,Regular,40,2,Player 3,2,5752,TRUE,TRUE
LILA-KingA-S5,9,0,1,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,20,1,Player 2,1,6370,TRUE,FALSE
LILA-KingA-S5,9,0,2,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,20,1,Player 2,1,19975,TRUE,FALSE
LILA-KingA-S5,9,0,1,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,20,0,Player 1,0,17923,FALSE,FALSE
LILA-KingA-S5,9,0,2,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,20,2,Player 3,0,6984,FALSE,FALSE
LILA-KingA-S5,9,0,0,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,20,0,Player 1,1,23026,FALSE,FALSE
LILA-KingA-S5,10,0,0,0,Female,Science / Technology,6,1,aug.,2008,STEAM,Regular,20,0,Player 1,1,13054,TRUE,FALSE
LILA-KingA-S5,10,0,3,7,Female,Science / Technology,6,0,feb.,2008,STEAM,Regular,20,1,Player 2,0,28179,FALSE,FALSE
LILA-KingA-S5,10,0,3,3,Male,English,6,2 or more,feb.,2008,STEAM,Regular,20,0,Player 1,1,14520,TRUE,FALSE
LILA-KingA-S5,10,0,2,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,20,0,Player 1,2,8918,FALSE,FALSE
LILA-KingA-S5,10,0,0,1,Male,Math,6,2 or more,feb.,2008,STEAM,Regular,40,1,Player 2,2,13373,FALSE,TRUE
LILA-KingA-S5,10,0,2,10,Female,Math,6,2 or more,mar.,2008,STEAM,Regular,40,1,Player 2,1,9373,TRUE,TRUE
LILA-KingA-S5,10,0,1,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,2,Player 3,1,8092,TRUE,TRUE
LILA-KingA-S5,10,0,2,5,Male,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,2,Player 3,1,7480,TRUE,TRUE
LILA-KingA-S5,10,0,0,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,20,2,Player 3,2,2575,FALSE,FALSE
LILA-KingA-S5,10,0,3,11,Female,History / Geography,6,2 or more,jan.,2008,STEAM,Regular,40,2,Player 3,1,16548,TRUE,TRUE
LILA-KingA-S5,10,0,1,9,Female,English,6,1,dec.,2007,STEAM,Regular,20,0,Player 1,0,18100,FALSE,FALSE
LILA-KingA-S5,10,0,1,4,Male,Math,6,2 or more,may,2008,STEAM,Regular,40,1,Player 2,1,3595,TRUE,TRUE
LILA-KingA-S5,11,0,1,8,Female,Science / Technology,6,2 or more,jun.,2008,STEAM,Regular,40,0,Player 1,2,8239,TRUE,TRUE
LILA-KingA-S5,11,0,1,6,Female,Science / Technology,6,2 or more,mar.,2008,STEAM,Regular,40,1,Player 2,2,12134,TRUE,TRUE
LILA-KingA-S5,11,0,2,2,Male,Science / Technology,6,2 or more,jan.,2008,STEAM,Regular,40,0,Player 1,2,11437,TRUE,TRUE
