Session,matchId,roundId,clientId,Gender,Topic,Grade,Siblings,Month,Year,payoff,selectionForOwn,selectionGivenToOther,selectionTime,selectionReceivedFromOther
LILA-LF-S13,0,0,10,Female,English,1,1,nov.,2011,11,6,6,46872,5
LILA-LF-S13,0,0,9,Female,French,1,1,oct.,2011,5,4,4,35018,1
LILA-LF-S13,0,0,1,Male,Art / Music,1,1,may.,2011,10,4,1,72195,6
LILA-LF-S13,1,0,7,Male,English,1,1,oct.,2011,7,3,5,32130,4
LILA-LF-S13,1,0,11,Male,English,1,1,jul.,2011,7,4,4,22704,3
LILA-LF-S13,1,0,2,Male,Math / Science,1,1,mar.,2011,10,5,5,15588,5
LILA-LF-S13,1,0,4,Female,English,1,1,nov.,2011,9,3,3,66878,6
LILA-LF-S13,1,0,3,Female,French,1,1,oct.,2011,9,5,5,20799,4
LILA-LF-S13,1,0,9,Female,French,1,1,oct.,2011,9,4,6,33908,5
LILA-LF-S13,1,0,8,Female,Art / Music,1,1,sep.,2011,7,4,4,20876,3
LILA-LF-S13,1,0,5,Male,English,1,0,nov.,2011,8,4,4,26893,4
LILA-LF-S13,1,0,1,Male,Art / Music,1,1,may.,2011,10,6,3,32126,4
LILA-LF-S13,1,0,6,Female,Math / Science,1,2 or more,aug.,2011,6,2,4,33542,4
LILA-LF-S13,1,0,10,Female,English,1,1,nov.,2011,11,6,4,39199,5
LILA-LF-S13,1,0,0,Female,Art / Music,1,2 or more,aug.,2011,8,4,4,22876,4
LILA-LF-S14,0,0,11,Female,French,K,1,aug.,2012,8,5,3,147351,3
LILA-LF-S14,0,0,9,Female,Math / Science,K,0,oct.,2012,10,5,3,17683,5
LILA-LF-S14,0,0,6,Female,Art / Music,K,1,jan.,2012,9,3,5,14625,6
LILA-LF-S14,0,0,2,Male,Art / Music,K,0,sep.,2012,4,1,6,89025,3
LILA-LF-S14,0,0,7,Male,Math / Science,K,0,nov.,2012,6,3,5,42705,3
LILA-LF-S14,0,0,1,Female,Art / Music,K,1,jan.,2013,9,3,1,84925,6
LILA-LF-S14,0,0,10,Female,English,K,1,jan.,2012,11,6,6,56596,5
LILA-LF-S14,0,0,0,Male,Math / Science,K,1,sep.,2012,8,5,1,26388,3
LILA-LF-S14,0,0,5,Female,Art / Music,K,0,feb.,2012,9,3,4,67018,6
LILA-LF-S14,0,0,3,Female,Art / Music,K,1,jan.,2012,6,5,6,39019,1
LILA-LF-S14,0,0,4,Male,French,K,1,jan.,2012,3,2,3,36332,1
LILA-LF-S14,0,0,8,Female,Art / Music,K,1,jun.,2012,10,6,3,53651,4
LILA-LF-S14,1,0,4,Male,French,K,1,jan.,2012,8,6,4,37223,2
LILA-LF-S14,1,0,0,Male,Math / Science,K,1,sep.,2012,8,4,1,21501,4
LILA-LF-S14,1,0,9,Female,Math / Science,K,0,oct.,2012,10,6,4,23936,4
LILA-LF-S14,1,0,7,Male,Math / Science,K,0,nov.,2012,8,4,2,25922,4
LILA-LF-S14,1,0,5,Female,Art / Music,K,0,feb.,2012,10,5,1,31283,5
LILA-LF-S14,1,0,3,Female,Art / Music,K,1,jan.,2012,3,2,6,37134,1
LILA-LF-S14,1,0,11,Female,French,K,1,aug.,2012,9,4,3,40324,5
LILA-LF-S14,1,0,6,Female,Art / Music,K,1,jan.,2012,12,6,4,28391,6
LILA-LF-S14,1,0,10,Female,English,K,1,jan.,2012,7,5,6,46502,2
LILA-LF-S14,1,0,1,Female,Art / Music,K,1,jan.,2013,9,3,2,23235,6
LILA-LF-S14,1,0,8,Female,Art / Music,K,1,jun.,2012,7,6,5,33311,1
LILA-LF-S14,1,0,2,Male,Art / Music,K,0,sep.,2012,6,3,5,62108,3
LILA-LF-S15,0,0,0,Male,Art / Music,K,1,feb.,2012,8,5,3,55534,3
LILA-LF-S15,0,0,6,Female,Art / Music,K,1,apr.,2012,12,6,4,47853,6
LILA-LF-S15,0,0,5,Female,French,K,0,jun.,2012,8,4,6,77656,4
LILA-LF-S15,0,0,8,Male,Math / Science,K,0,jun.,2012,6,5,5,108879,1
LILA-LF-S15,0,0,2,Male,French,K,0,mar.,2012,4,3,5,66679,1
LILA-LF-S15,0,0,1,Male,French,K,1,jul.,2012,11,6,3,32319,5
LILA-LF-S15,0,0,3,Female,French,K,0,jun.,2012,7,1,1,89273,6
LILA-LF-S15,0,0,7,Male,English,K,1,nov.,2012,8,3,6,102848,5
LILA-LF-S15,0,0,4,Female,Math / Science,K,0,jul.,2012,11,5,6,75492,6
LILA-LF-S15,1,0,1,Male,French,K,1,jul.,2012,7,4,5,25221,3
LILA-LF-S15,1,0,2,Male,French,K,0,mar.,2012,12,6,5,25695,6
LILA-LF-S15,1,0,4,Female,Math / Science,K,0,jul.,2012,8,6,6,26209,2
LILA-LF-S15,1,0,6,Female,Art / Music,K,1,apr.,2012,9,6,2,29592,3
LILA-LF-S15,1,0,7,Male,English,K,1,nov.,2012,12,6,6,16845,6
LILA-LF-S15,1,0,3,Female,French,K,0,jun.,2012,9,6,3,47549,3
LILA-LF-S15,1,0,5,Female,French,K,0,jun.,2012,7,1,3,21564,6
LILA-LF-S15,1,0,0,Male,Art / Music,K,1,feb.,2012,11,6,3,69847,5
LILA-LF-S15,1,0,8,Male,Math / Science,K,0,jun.,2012,6,3,3,36126,3
LILA-LF-S16,0,0,10,Male,Art / Music,2,2 or more,jul.,2010,9,6,6,47751,3
LILA-LF-S16,0,0,7,Female,Art / Music,2,0,jun.,2010,11,6,2,60865,5
LILA-LF-S16,0,0,4,Female,French,2,0,sep.,2010,4,2,3,71216,2
LILA-LF-S16,0,0,1,Male,Math / Science,2,1,jun.,2010,4,1,6,36767,3
LILA-LF-S16,0,0,0,Male,Art / Music,2,0,jun.,2010,8,4,3,23893,4
LILA-LF-S16,0,0,5,Female,Art / Music,2,1,nov.,2010,6,3,2,127896,3
LILA-LF-S16,0,0,11,Male,English,1,0,jul.,2011,11,5,4,43001,6
LILA-LF-S16,0,0,6,Male,Math / Science,1,2 or more,sep.,2011,8,6,5,27157,2
LILA-LF-S16,0,0,3,Male,French,1,2 or more,feb.,2011,9,5,2,61211,4
LILA-LF-S16,0,0,2,Female,Math / Science,1,0,nov.,2011,8,2,4,77490,6
LILA-LF-S16,0,0,9,Female,French,1,2 or more,feb.,2011,10,5,3,48936,5
LILA-LF-S16,0,0,8,Male,Art / Music,1,1,jun.,2011,8,6,5,90603,2
LILA-LF-S16,1,0,0,Male,Art / Music,2,0,jun.,2010,8,6,6,21446,2
LILA-LF-S16,1,0,1,Male,Math / Science,2,1,jun.,2010,8,4,5,18547,4
LILA-LF-S16,1,0,5,Female,Art / Music,2,1,nov.,2010,7,6,4,102535,1
LILA-LF-S16,1,0,9,Female,French,1,2 or more,feb.,2011,9,4,1,45744,5
LILA-LF-S16,1,0,8,Male,Art / Music,1,1,jun.,2011,9,3,1,31238,6
LILA-LF-S16,1,0,11,Male,English,1,0,jul.,2011,10,6,3,36580,4
LILA-LF-S16,1,0,6,Male,Math / Science,1,2 or more,sep.,2011,10,4,4,18144,6
LILA-LF-S16,1,0,3,Male,French,1,2 or more,feb.,2011,10,4,4,20970,6
LILA-LF-S16,1,0,7,Female,Art / Music,2,0,jun.,2010,9,6,6,104932,3
LILA-LF-S16,1,0,10,Male,Art / Music,2,2 or more,jul.,2010,12,6,6,39348,6
LILA-LF-S16,1,0,4,Female,French,2,0,sep.,2010,3,2,2,30417,1
LILA-LF-S16,1,0,2,Female,Math / Science,1,0,nov.,2011,10,6,6,26105,4
